,qid,Q,A,Gold_A
1066,97bdff01150a863249be7221c4fa8315,who is the original singer of somewhere only we know,      ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ�,['Keane']
1067,3782e97a7e51cd73d40653699525a16b,"HMS ""Florentina"", was the Spanish frigate ""Santa Florentina"", built in 1786 at Cartagena, Spain, she served in the Mediterranean until she returned to Britain in which year, after the Treaty of Amiens?",      	1795.,['1802']
1068,26c045714567d0d79f93206e54a0bc50,who wrote the screenplay for the black panther movie,      ivan reitman.,"['Joe Robert Cole', 'Ryan Coogler']"
1069,29c69668f470c2b6cf572b2d6261f9a0,"Which Beatles album begins with two songs that were released together as a single, including the first single A-side written by George Harrison?",   ,['Abbey Road']
1070,0253877359e78409041180ef2c2c2c9b,who played darth vader in return of jedi,      ian mcdiarmid.,['Shaw']
1071,7785d7665638809baab107e51ec26e05,list of countries trying to join the eu,      ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland ireland,"['Kosovo', 'Albania', 'Macedonia', 'Montenegro', 'Serbia', 'Turkey', 'Bosnia and Herzegovina']"
1072,d579841142ec52ca5ed6b765eaad8f7c,who plays earl's brother in my name is earl,      	Greg Garcia.,['Ethan Suplee']
1073,279a63ab6e37bf8549bc1b0102dee4ed,who was responsible for the heliocentric theory that stated the earth revolved around the sun,       Copernicus.,['Nicolaus Copernicus']
1074,b92bc740cf44bf5ca000e96daefd3b86,Point of No Return is a 30-episode drama that saw the on screen couple of Charmaine Sheh and a Hong Kong singer known for his role as Chi-Kin from what 1996 drama?,      花樣年華.,['Cold Blood Warm Heart']
1075,78e68827155ce18ebb61f759c7855bc9,who plays greg heffley in diary of a wimpy kid,      ian jacob.,['Zachary Adam Gordon']
1076,97f93f1ea61b8f67bcf26fee22aa2982,what is the cost of an airbus a380,      	$200 million.,['US$432.6 million']
1077,7df8b8f6ad59e842f361b9c9dcd35742,does better call saul take place after breaking bad,      	Yes.,['no']
1078,51160d2ade04cb76f6bb14f2721fba8a,how many seasons was breaking bad on tv,     ..............................................................................................................................................................................................................................................................................,['five']
1079,c5420bce0cfa97c297990f3945e0479d,is the woolpack in emmerdale a real pub,"      	Yes, it is a real pub.",['no']
1080,ffb253e8d1c91b3225f986a5d2d84ab7,who was chris tate's wife in emmerdale farm,     ....................................................................................................................................................................................................................................................................................................................................................,"['Rachel Hughes', 'Charity Dingle']"
1081,12857969c9a01571269b5bd3fc7b47b5,"Who was a judge on America's Most Talented Kids who also starred in the 2004 computer-animated Christmas film, The Polar Express?",      	Tom Hanks,['Daryl Sabara']
1082,3c686f55864cf4cb8b14470093ba213c,polar express how many characters did tom hanks play,      	Tom Hanks played the role of George Bailey.,['six']
1083,99324926ab28bc0df4f51601b799b79e,"The 2012 Military Bowl presented by Northrop Grumman, an American global aerospace and defense technology company formed by Northrop's purchase of Grumman, in which year?",      	2012.,['1994']
1084,ae8da3c9677643195c1a63b0650f0ae9,is jamie on malcolm in the middle a boy or girl,      	Yes.,['boy']
1085,b25208966e3f4a8993f92a8c8ed393bd,Big Fat Liar starred the actor who played the title character on what Fox family sitcom?,      Married... With Children.,['Malcolm in the Middle']
1086,cf64e3885ba25d9d13865c8fdd741c89,what are the two types of circular motion,   ,"['non-uniform', 'uniform']"
1087,40b3c007f1b9edbf6e201430a473c137,"Dracula II: Ascension is a 2003 direct-to-video American-Romanian horror film, it stars which American actor and martial artist, and is best known for his role as Mowgli in Disney's 1994 live-action adaptation of ""The Jungle Book""?",      	Wes Craven,['Jason Scott Lee']
1088,19aa31325873da601bb36c27ca701d0f,are there any professional sports teams in nevada,      	No.,['yes']
1089,40c8bb3625d7161140fb99e01c817565,Which  touring car auto racing series did Nonô Figueiredo drives in ,      	V8 Supercars,['Stock Car Brasil']
1090,8753b12109c59e0e807b8180279ab92e,"The Little Llangothlin Nature Reserve is a protected wetland nature reserve that is located on the Northern Tablelands in the New England region of New South Wales, in eastern Australia, the reserve is situated approximately 20 km north-east of Guyra, a town situated midway between Armidale and Glen Innes on the Northern Tablelands in the New England region of New South Wales, in which country?",      	Australia.,['Australia']
1091,1e708106474af0a1ab73784d7f6a0426,"Zachary Thomas Moncrief (born January 8, 1971) is a producer and director of animated television programs, currently serving as the producer for Warner Bros. Animation for which American animated television series produced by Warner Bros?",   ,"['Be Cool, Scooby-Doo!']"
1092,eeae66287fd86a4847749fe7c2dc8d99,"Who attended the same school as Yuen Biao in Shanghai, Shanghai?",      仙台大學.,"['Peking Opera School ""brothers"" at the ""China Drama Academy"", Sammo Hung and Jackie Chan']"
1093,2acf2f95dabf4f19c49e506f87a7a9ff,"Sandra Buckler is a former director of communications for the Office of the Prime Minister of Canada under Conservative Party of Canada Prime Minister Stephen Harper, she joined Canadian Tire Corporation, Limited, a Canadian retail company which sells a wide range of automotive, sports and leisure, and home products, as Vice President of communications in which year?","        	Question: Which Player(s), in One Day Internationals of Sawai Mansingh Stadium, is holding a trophy that has a golden sphere",['2015']
1094,16ed05d817c87f868745ebb6fdc84010,"Which financial institution, Laurentian Bank of Canada or Investec, has more listings on the London Stock Exchange and the Johannesburg Stock Exchange?",       Laurentian Bank of Canada.,['Investec']
1095,95557ffa631a6c84a532122c5d07defe,"Chuck Jones directed a Warner Bros version of Jack and the Beanstalk in 1955. Elmer Fudd was the giant, and who played Jack?",      	Bugs Bunny.,['Daffy Duck']
1096,3d0d2a592d0b2f5d83106127e39c4c02,What is the slogan of Magic Circle Music's founder Joey DeMaio's band?,      「Magic Circle」.,['Death to false metal']
1097,2d187da3a73d5441588acb009b27b552,what was the first music video on vh1,      	The Return of the Rock,"['""The Star-Spangled Banner"" by Marvin Gaye']"
1098,b3ad10bf9eed2a04c9661b5bc646bfe8,what does the j in sainsbury's stand for,      	Sainsbury's.,['John']
1099,3e14e2fd04f2261b97bf337806acbd4a,where is the film me before you filmed,"      rome, italy.","['Majorca, Spain', 'Pembroke', 'Buckinghamshire', 'Chenies Manor House', 'Wales', 'Chenies', 'England']"
1100,c71108d219099aa669db03ce3f47a461,who won a best director oscar for the 2012 film life of pi,      ivan reitman.,['Ang Lee']
1101,617fd8d0912b457016ba9bcffea2da5e,What river is the city that Davor Bernardić was a leader of the SDP branch near?,      	Danube.,['Sava']
1102,53869f0d51efb8d793764eb5fa37a332,"What movie based on an animated feature film features the song ""Days in the Sun""?",      	The Pebble and the Penguin.,['Beauty and the Beast']
1103,bb6a299c1410ce8ec0bc1b099cfaa516,"What works based loosely on characters from the Norse sagas and the ""Nibelungenlied"" were first organized into a studio recording by John Royds Culshaw OBE",      	Chumbawamba,['Der Ring des Nibelungen']
1104,c2c039a842369ed877071b5504e7c76a,"The host of ""Match of the Day 2"" narrated a game show presented by Duncan James that takes place at what theme park?",      	Disneyland Paris.,['Thorpe Park']
1105,17fe9828109fff309fd3b6a9989f5361,"Which 2005 Disney Channel Movie starred a girl who was formerly in the sitcom ""Sister, Sister""?",      	Zenon: Girl of the 21st Century.,['Twitches']
1106,01b41d44ed9e3b2767200959e3f5082a,Are Simon & Garfunkel playing outdoors in this picture?,      	Yes.,['yes']
1107,6c08448111ff1cbf8d41e3ee23f75a0a,What is located in the middle of the white circle with a blue cross on the Queensland flag?,      	The Commonwealth Star.,['crown']
1108,e14cb456e067975353f0d3b025dea363,What shape is encasing the bird on the flag of Western Australia?,      	A circle.,['circle']
1109,7756d12841e0f89d787ab5a4921d6d13,What is Erfan Zeneli chasing?,      የኢትዮጵያ የኢትዮጵያ የኢትዮጵያ የኢትዮጵያ የ�,['ball']
1110,d088c84d89e29777cfa9dc280a2b4049,What is Mike Havenaar wearing on his hands?,      	Handball.,['gloves']
1111,b5b87ce099c3495d98e01190b0a9fcb2,Does Gideon Baah have facial hair?,      	No.,['yes']
1112,ed57bcf2022e972f7984e6db02bbbe19,What is Tapio Heikkila wearing on his wrists?,     ..........................................................................................................................................................................,['wristbands']
1113,09472ded4f038532eb46ef2ce8585f50,What type of facial hair does Omar Jama have?,      	Moustache.,['moustache']
1114,ac88e905caf79065a86ea107d4f0e5d0,What is the pattern on the ground below Mario in The Adventures of Super Mario Bros. 3?,   ,['checkered']
1115,ecbbb1949b144a35fd9f916cb4270a72,What color is Bowser (character)'s hair?,      umber.,['red']
1116,b913cd82469dd5aa66d2b7082d2488f7,What is on the trophy that Tom Quealy is holding?,      	US Open Trophy.,['ribbon']
