,qid,Q,A,Gold_A,docs
1085,b25208966e3f4a8993f92a8c8ed393bd,Big Fat Liar starred the actor who played the title character on what Fox family sitcom?, 	Malcolm in the Middle.,['Malcolm in the Middle'],"['6a36f3495387235688641671d0baa0fb', '62c8ffb9ed3151e9df69de838e76595c']"
1086,cf64e3885ba25d9d13865c8fdd741c89,what are the two types of circular motion, 	uniform circular motion and non-uniform circular motion.,"['non-uniform', 'uniform']","['47ad8b462db1c4fb67dbfbc0caa63b7a', '47ad8b462db1c4fb67dbfbc0caa63b7a']"
1087,40b3c007f1b9edbf6e201430a473c137,"Dracula II: Ascension is a 2003 direct-to-video American-Romanian horror film, it stars which American actor and martial artist, and is best known for his role as Mowgli in Disney's 1994 live-action adaptation of ""The Jungle Book""?", 	Jason Scott Lee.,['Jason Scott Lee'],"['c1c40637eb729203d3b211d92ce4c742', 'a6d3e469daff04602c39330ff0e5c11c']"
1088,19aa31325873da601bb36c27ca701d0f,are there any professional sports teams in nevada," 	No, there are no professional sports teams in Nevada.",['yes'],['ef14b03f47c5552773f8729b80814fa8']
1089,40c8bb3625d7161140fb99e01c817565,Which  touring car auto racing series did Nonô Figueiredo drives in , 	Stock Car Brasil.,['Stock Car Brasil'],"['34b856220c43a5644974fcb2b395d6a3', '9632089677002dad81e4820d1a04b54d']"
1090,8753b12109c59e0e807b8180279ab92e,"The Little Llangothlin Nature Reserve is a protected wetland nature reserve that is located on the Northern Tablelands in the New England region of New South Wales, in eastern Australia, the reserve is situated approximately 20 km north-east of Guyra, a town situated midway between Armidale and Glen Innes on the Northern Tablelands in the New England region of New South Wales, in which country?", 	Australia.,['Australia'],"['57674554726e69cbec66c0274ad27917', 'b3c34bacd67a435cd76cf84baa7e0763']"
1091,1e708106474af0a1ab73784d7f6a0426,"Zachary Thomas Moncrief (born January 8, 1971) is a producer and director of animated television programs, currently serving as the producer for Warner Bros. Animation for which American animated television series produced by Warner Bros?", 	Phineas and Ferb.,"['Be Cool, Scooby-Doo!']","['993df5bf3e0faa7c09f62f63fedbb014', '4096864d474e5561f49a7ee9af4da786']"
1092,eeae66287fd86a4847749fe7c2dc8d99,"Who attended the same school as Yuen Biao in Shanghai, Shanghai?", 	Sammo Hung.,"['Peking Opera School ""brothers"" at the ""China Drama Academy"", Sammo Hung and Jackie Chan']","['46cc8adecd0d9e7662e4400e35dd3d20', 'ad478290408acaa59e5cc73c81ae5ab5']"
1093,2acf2f95dabf4f19c49e506f87a7a9ff,"Sandra Buckler is a former director of communications for the Office of the Prime Minister of Canada under Conservative Party of Canada Prime Minister Stephen Harper, she joined Canadian Tire Corporation, Limited, a Canadian retail company which sells a wide range of automotive, sports and leisure, and home products, as Vice President of communications in which year?", 	2015.,['2015'],"['65649b3e425c3099cb19f7e2dcdbfad5', 'b85e041211d3570b3f6f8947030d870b']"
1094,16ed05d817c87f868745ebb6fdc84010,"Which financial institution, Laurentian Bank of Canada or Investec, has more listings on the London Stock Exchange and the Johannesburg Stock Exchange?", 	Investec.,['Investec'],"['ea020956d1babde8d3f0619223343de8', 'ed58ac20b922e601e63d335426a7f88d']"
1095,95557ffa631a6c84a532122c5d07defe,"Chuck Jones directed a Warner Bros version of Jack and the Beanstalk in 1955. Elmer Fudd was the giant, and who played Jack?", 	Bugs Bunny.,['Daffy Duck'],"['e6daca9430b8cf9efc2e964b1fc9be70', '32d826b4b89b1815d40b99556b94859c']"
1096,3d0d2a592d0b2f5d83106127e39c4c02,What is the slogan of Magic Circle Music's founder Joey DeMaio's band?, 	Death to false metal.,['Death to false metal'],"['a5d532fd12db467e937f9fc21eb73ed5', '492fc3001781e32bb1be733cb01d5fc2']"
1097,2d187da3a73d5441588acb009b27b552,what was the first music video on vh1, 	The Star-Spangled Banner by Marvin Gaye.,"['""The Star-Spangled Banner"" by Marvin Gaye']",['ab65072481af2f4c6e703d454672ec83']
1098,b3ad10bf9eed2a04c9661b5bc646bfe8,what does the j in sainsbury's stand for,..................,['John'],['dd7f41d779e719b98a85e4e30de68436']
1099,3e14e2fd04f2261b97bf337806acbd4a,where is the film me before you filmed," 	Pembroke, Wales.","['Majorca, Spain', 'Pembroke', 'Buckinghamshire', 'Chenies Manor House', 'Wales', 'Chenies', 'England']","['d628409366a7d9f1a115d504b691857a', 'd628409366a7d9f1a115d504b691857a', 'd628409366a7d9f1a115d504b691857a', 'd628409366a7d9f1a115d504b691857a', 'd628409366a7d9f1a115d504b691857a', 'd628409366a7d9f1a115d504b691857a', 'd628409366a7d9f1a115d504b691857a']"
1100,c71108d219099aa669db03ce3f47a461,who won a best director oscar for the 2012 film life of pi, 	Ang Lee.,['Ang Lee'],['b855c01439421943b7ddc05a6405eb7d']
1101,617fd8d0912b457016ba9bcffea2da5e,What river is the city that Davor Bernardić was a leader of the SDP branch near?, 	Sava river.,['Sava'],"['a94ce78eea1bac8077d049a230448c7d', 'e6d2fd797a51260719ee4707c8643443']"
1102,53869f0d51efb8d793764eb5fa37a332,"What movie based on an animated feature film features the song ""Days in the Sun""?", 	Beauty and the Beast.,['Beauty and the Beast'],"['60432521587a68c13b8157a9844b4d4f', '24b09d5d759b8a4f12355dc58e4ca406']"
1103,bb6a299c1410ce8ec0bc1b099cfaa516,"What works based loosely on characters from the Norse sagas and the ""Nibelungenlied"" were first organized into a studio recording by John Royds Culshaw OBE"," 	The Ring Cycle, Wagner's Ring, or simply The Ring.",['Der Ring des Nibelungen'],"['51b96fe4171989e26f54c497d1e8b883', 'f5c5ccd2cd86a00d79ce5b4a5228db77']"
1104,c2c039a842369ed877071b5504e7c76a,"The host of ""Match of the Day 2"" narrated a game show presented by Duncan James that takes place at what theme park?", 	Thorpe Park.,['Thorpe Park'],"['79fb10f106d94d89953a8dcea1a82a7e', '2c0fa7faf5c711fd5256a6aa506df764']"
1105,17fe9828109fff309fd3b6a9989f5361,"Which 2005 Disney Channel Movie starred a girl who was formerly in the sitcom ""Sister, Sister""?", 	Twitches.,['Twitches'],"['1eea438822e3a2b824586fd0641d4284', '7c0f7ebdcbdf6da16e3ba5f5e6560f42']"
1106,01b41d44ed9e3b2767200959e3f5082a,Are Simon & Garfunkel playing outdoors in this picture?, 	Yes.,['yes'],['9e972f19ba7f2b583674b48d36399325']
1107,6c08448111ff1cbf8d41e3ee23f75a0a,What is located in the middle of the white circle with a blue cross on the Queensland flag?, 	The Commonwealth Star.,['crown'],['f6909224eb6c005422b55367e78a299c']
1108,e14cb456e067975353f0d3b025dea363,What shape is encasing the bird on the flag of Western Australia?, 	A circle.,['circle'],['4fbb7040e9dc9f3b5677f20a71ca72bb']
1109,7756d12841e0f89d787ab5a4921d6d13,What is Erfan Zeneli chasing?, 	A goal.,['ball'],['a9957e3d1171e055b782469ffef573cf']
1110,d088c84d89e29777cfa9dc280a2b4049,What is Mike Havenaar wearing on his hands?, 	Blue gloves.,['gloves'],['b275623ac6c692f19d4dad4956f9d662']
1111,b5b87ce099c3495d98e01190b0a9fcb2,Does Gideon Baah have facial hair?, 	No.,['yes'],['02947322506f5f839b394c2015c333ec']
1112,ed57bcf2022e972f7984e6db02bbbe19,What is Tapio Heikkila wearing on his wrists?, 	Cufflinks.,['wristbands'],['c920d083a4855154f28df2bfe12e51fd']
1113,09472ded4f038532eb46ef2ce8585f50,What type of facial hair does Omar Jama have?, 	Mustache.,['moustache'],['e200f1aaa31bbebb1844ee7304c649ca']
1114,ac88e905caf79065a86ea107d4f0e5d0,What is the pattern on the ground below Mario in The Adventures of Super Mario Bros. 3?, 	A square.,['checkered'],['b80563f8de9860ca5d5b99d287280077']
1115,ecbbb1949b144a35fd9f916cb4270a72,What color is Bowser (character)'s hair?, umber.,['red'],['2a9670077e3ad8d5dd25a782f877d5a9']
1116,b913cd82469dd5aa66d2b7082d2488f7,What is on the trophy that Tom Quealy is holding?, 	A cup.,['ribbon'],['6b076a5444f673d7c6b364e7d93f4f89']
1117,1b56f9fd6f8fcfff32475758d7ba8c51,What type of jewelry is featured in this ad for Army Wives?, 	Bracelets.,['ring'],['0400e8dd0fb939a72f34f1b75c8265f8']
1118,27daa3331e30a8f02c7ede6991fe84a5,What kind of shirt is the girl wearing on the cover of The Hate U Give (film)?, 	A hoodie.,['red'],['7a0565156ada0c0320fba7a4b83439c9']
1119,8ddcc98208a9a3476003255054870ba1,What is the large object in the middle left of Aria (manga)?, 	A windmill.,['windmill'],['adf9637a449938d75d8d4a0c69edd4bd']
1120,9778cc053c0a0f168309d3d4f40d7230,How many red stripes are in the Bank of America Stadium logo?, 	4.,['eight'],['0af43d695e0fa436b1c1dfc150d48182']
1121,186146ea1f5a9f7ada7f7fd31c5c75a4,"On the logo for the location of the carolina panthers home games, how many red stripes are there?", 	2.,['eight'],"['c0df19e65de3ba169124bd808d4dfd3e', '0af43d695e0fa436b1c1dfc150d48182']"
1122,dae4bebd257843db6f24327b806485b2,The stadium name where the carolina panthers play has a logo with how many red stripes?, 	4.,['eight'],"['0995f792cc712a7dbb00d7bbf6791ad4', '0af43d695e0fa436b1c1dfc150d48182']"
1123,bb8047fd4f786699571458e9c823e3d6,How many women are on the poster for The Wolverine (film)?, 	3,['two'],['125f89b37bec989af6a4ff6a60faeb1c']
1124,dec6ed6b4a5cd09af3d7c568b08e382d,What logo is on the pants of Courtney Okolo?, 	Adidas.,['nike'],['b6bcedc1b0be14736478c74aa08cad71']
1125,29f6c6195bf014f1499c85bcb4f22d8f,In the midst of what action is Shaunae Miller-Uibo immortalised?, 	In the midst of what action is Shaunae Miller-Uibo immortalised?,['running'],['163c5da52cdf757029aee90ad6f96317']
1126,76f8d84e97cff328bd5835d07ed7b156,What leg is off the ground in this photo of Olha Zemylak, 	Her right leg.,['right'],['9a8b3879828e92b95b6c478db65a58e9']
1127,6e8b264bb0c515d2038aa34152d59ad0,What is Chrisann Gordon holding in her right hand?, 	A gold medal.,['baton'],['d5b43ca18a2c78f27ade50d5eb8c6b01']
1128,55c3d6274cae8fd5024879cefc544bdf,What is Morgan Mitchell running on?, 	100 metres.,['track'],['81f60493e2fd56d3616585aecbb28013']
1129,e06808d0c94842578fb67f754812957e,What position are Gary Zukav's hands in?, 	Prayer Position,['folded'],['a13181b92f041a81f4dcb5d02cb19b32']
1130,e234125d2e799b7bc11eb2d8196fcce3,What is resting on Deepak Chopra's nose?, 	A book.,['glasses'],['0f69fc263a48807f919b50b853d2c1f9']
1131,aaf4bf9f828ad09ac30a1df2e3b4d100,Is this picture of Margaret Court in color?, 	Yes.,['no'],['c3098661477a7e46f87d3f229f608fbd']
1132,e3ca1a8a9ea80de1a1fa509133ef81a9,What is the man on the left in this picture with Fabio Castro wearing on his head?, 	A baseball cap.,['sunglasses'],['a8bde0ed60fdcf8d5f28bba3dc4153c1']
1133,01bf75cb8be4e32745c6212c708ddf69,What is Christopher Dean wearing on his feet?, 	Tights.,['skates'],['616e967c1367be113949ab58e8a44e85']
1134,fe1a2d400a7e65685a5e2a0409c20426,What color suit is Josh Groban wearing?, 	Black.,['black'],['3e7945352b1a63f1c317ea55f7ebb335']
1135,9133577d0fbf19f3fc096ce431f7d2f9,How many different uniform options are available for the 2014 Montreal Alouettes season?, 	There are four different uniform options for the 2014 Montreal Alouettes season.,['three'],['d77ab3de05854fff3d2741f546a96bc9']
1136,18ff961c71fb70bf1b9888caf790ca08,How many different jersey types were there during the 2014 Saskatchewan Roughriders season?," 	1, 2, 3, 4, 5, 6.",['four'],['4ba4aa82aff79b11a3da6ef434192dfe']
1137,d31bb6e3704b9022a0ed4accdf8ec5d2,"Aside from black and white, which other color adorns the uniforms worn duing the 2014 Calgary Stampeders season?", 	Red.,['red'],['3f4c1ecbd1e562f944be1a53cf3af900']
1138,f70bae73f07c5fe18055500fda9e21d0,How many uniform options are shown here for the 2014 Hamilton Tiger-Cats season?, 	4.,['three'],['7057b6d34966071d3329ce670f1353a7']
1139,55650fcaa3b2911df0940e46a5721b07,How many uniforms are associated with the 2014 Toronto Argonauts season?, 	2.,['three'],['3f380e7a3597b27d39a34a4eb485ae3d']
1140,7eb0a7ed304d79d05eed8c2b779b0d65,What shape is the background image of the  Yes Boss (TV series) picture if the corners were flattened out?, 	Round,['square'],['89b66aa37193ab1bf3ef753ffaad88a8']
1141,6cfde253eb89e16d237531ea82304a4d,What does Beyoncé often hold in her hand while performing?, 	A microphone.,['microphone'],['21d515705cceefea3f579fd281d07dbc']
1142,16f832a8ae461b35dff86a41827b3179,The person whose photo has the most likes on Instagram often performs while holding what in her hand?, 	A microphone.,['microphone'],"['ff907768df71fe802c5720e6b6aa19ef', '21d515705cceefea3f579fd281d07dbc']"
1143,fdd0c88d5c107669cc4b6813894b7f5e,The female singer in coldplay hymn for the weekend often performs while holding what in her hand?, 	A microphone.,['microphone'],"['7f81bb1498cb7c02cd45682d8e70ce4c', '21d515705cceefea3f579fd281d07dbc']"
1144,f9ad25f287ea5d20127fdb28ce903909,How many men are seen here in this advertisement for the Screen Awards?, 	Two.,['two'],['0bb28c519f83f502b8962d75652f7dab']
1145,83dd5ee23b13e3fbcd09b93d0cadab90,What gender is this person that is up for Filmfare Award for Best Director?, 	Male,['female'],['807bce8eee4f468277064705ca64a34d']
1146,2b42bee812e834423d755eba192e00b4,What type of apparel is Shah Rukh Khan wearing?, 	Tuxedo.,['suit'],['55bba20dd5edce505910342b8affef05']
1147,5a424491b67c8f949fe4c625b2153bf8,"the brand ambassador of reliance jio, is wearing what type of apparel?", 	Shirt.,['suit'],"['f4d42f4f8cb69898ff439f569b611f23', '55bba20dd5edce505910342b8affef05']"
1148,284c5b157d302530341862b009c589d3,What solo part of nature is visible on this picture for Six Feet Under (TV series)?, 	Tree,['tree'],['ce1be8ddb89742a246d26a0da2731e1e']
1149,c7f4813597ef22351158fb5d10871914,What does Ted Walsh have on his face?, 	Hat.,['eyeglasses'],['9fadbf39d686a41f43d11dae1235938d']
1150,f74542f10390aedde9f59bbb0a71b190,How many flags are visible on the Six Flags Discovery Kingdom logo?, 	6,['six'],['98404c6d34b84d9047e9826c6a29cf78']
1151,eaf2cb60533f824cd47e5a87201fc687,What amusement ride is behind the California's Great America display?, 	Carousel.,['carousel'],['39971f1cb45410ecc14dc0523df7e227']
1152,b0a4a70cbc9c8564b399584bc154caad,"A statue in Richmond, Virginia features a man riding what type of animal?", 	A horse.,['horse'],['6678605c214548a9683bfcb502376e7b']
1153,4c6306400ce408d31ebda017cd9b7190,"How many photos make up this collage of Raleigh, North Carolina?", 	10,['eight'],['e32580c561d3c7595943e1dfd352807d']
1154,64d4a2504152915bf61ee2cb54b30eec,How many triangles are present on this flag the Scottish people use?, 	3,['four'],['e25a874f17a66cf5530621b9d069d5a9']
1155,b2f8d032baa7d0c19ce778a5cc460f65,"In the television series in which Tyler Alvarez acts with a poster featuring the exterior of a house, what is the name of jude's boyfriend?", 	Noah.,['Connor'],"['e0d646f1b6e81ac283bf75492bfee62c', 'e27ffba365a37055413663ba67f8f6b2']"
1156,a017d0e2dd795d857d74f4117e725b4c,"in Television of Tyler Alvarez, what role does bailee madison play in the tv show that has a house's exterior on the poster?"," 	Tyler Alvarez, what role does bailee madison play in the tv show that has a house's exterior on the poster?",['Sophia Quinn'],"['102437573f1b8e23e5986358dd09bdec', 'e27ffba365a37055413663ba67f8f6b2']"
1157,ee7f5fc0979ce89e85a801542edd8ad4,What is the north-south US highway that goes through Clay Township and also through the Mid-South Conference former affiliate member city that has a statue of an angel?, 	US 23.,['U.S. Route 23'],"['4690db9df02b27d97ebaebac9feb2947', '4f3b98662c8a721d111b61d7ab8f7621', '31067ced8866f3886ef08813f9a14414']"
1158,046e2c9b76fb9827ff06b34f04322c86,One of the departments of the 1993 Bolivian general election features a lake next to mountain peaks covered in snow - in what year did this department become the capital of Bolivia?, 	La Paz.,['1898'],"['7cf58442614ee26d54e4e0298c5f2d39', 'a005f73b5f519575322098ed6bf7b9f8']"
1159,63c77b00f520740f47db2debd3eb11e9,"On a map of Bolivia, where is the department that features snowy mountains around a lake that is listed among the departments in the 1993 Bolivian general election?", 	Tarija.,['in west-central Bolivia 68\xa0km (42\xa0mi) southeast of Lake Titicaca'],"['c2f3fd9649c69a10ff5694311eb894bb', 'a005f73b5f519575322098ed6bf7b9f8']"
1160,2f154508615dc2d34b4d4b7fdced0b0e,"Among competitors in 1977's Liège-Bastogne-Liège, which rider has long sideburns, and also holds the most Tour-de-France victories?",  Bernard Hinault.,['Eddy Merckx'],"['2f0b5df75b63d198070d696d02e3a9e8', '2f0b5df75b63d198070d696d02e3a9e8', '2f0b5df75b63d198070d696d02e3a9e8', '2f0b5df75b63d198070d696d02e3a9e8', 'e4bff96f2cbc3233d2962f66b449a660', '1e9b09f93bc474786bd1b2ec15af17c3', '68f2751b973450451149d7f2692c3719']"
1161,dab3aab85244cda2cdf7f19e932cc220,What is the meaning of the song that has a man sitting with a hat on his head on its cover and was also featured on EUROBEST Star Academy?," 	""With or Without You""","[""inspired by Bono's conflicting feelings about the lives he led as a musician and domestic man""]","['2e52fd9d62d7ee43954370da0dac3461', 'b71b9ebe601f94e29fa85803fef6c8c4']"
1162,4585ab3c3343f1cc7d49ba8bef11fcd8,The game with a pyramid on its covered developed by Ubisoft Singapore takes place during what period?, 	Ptolemaic period.,['Ptolemaic period'],"['4b003ea52d8d6e799655da491352291c', 'b3fa3412ad9753aad18ea657fb21918d']"
1163,dd8033ba02db5b76418eb0cd8ebcda71,"In the city featuring a building made of stone with six columns in front of its entrance and served as the setting of season 22 of Oryol i Reshka, where is the lost city located?", 	Petra.,['southern Jordan'],"['be7090ed4e6ee915e4e7387c53146b54', 'd519cb91e24244d5b7e101c1668a78de']"
1164,4618495d154418695ae4b619edd802a1,"The city featuring a stone building with six pillars in front of its entrance that served as the location for season 22 of Oryol i Reshka, when was the lost city built?"," 	The city featuring a stone building with six pillars in front of its entrance that served as the location for season 22 of Oryol i Reshka, when was the lost city built?",['during indigenous rule in early antiquity'],"['e9aadb673b0997d5481c86fe3d437b63', 'd519cb91e24244d5b7e101c1668a78de']"
